,NumberOfTime30-59DaysPastDueNotWorse,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,bins_age,bins_MonthlyIncome,bins_RevolvingUtilizationOfUnsecuredLines,bins_DebtRatio
3262,0,6,0,0,0,0.0,4,9,1,0
98231,1,12,0,0,0,1.0,8,5,2,3
58627,0,5,0,0,0,0.0,1,0,2,2
76414,0,8,0,1,0,0.0,6,5,1,3
147812,0,8,0,0,0,0.0,4,7,2,0
130617,1,2,0,0,0,0.0,1,5,3,3
31039,0,2,0,0,0,0.0,7,1,2,0
86438,0,14,0,1,0,1.0,5,4,0,0
12309,1,5,0,1,0,0.0,9,5,0,3
58029,0,14,0,2,0,0.0,7,9,3,2
127630,0,3,0,0,0,0.0,12,5,0,0
59193,2,13,0,1,0,0.0,7,9,3,1
62400,0,5,0,1,0,1.0,7,9,1,0
50751,0,5,0,0,0,2.0,4,5,2,0
59953,0,1,1,0,0,0.0,3,5,3,3
19484,0,10,0,2,0,4.0,6,6,1,1
102097,0,4,0,1,0,0.0,6,5,0,3
139036,0,16,0,2,0,3.0,5,9,1,2
62475,0,3,0,1,0,0.0,9,4,0,2
57560,0,3,0,0,0,0.0,4,2,3,1
17640,0,8,0,2,0,0.0,7,5,1,3
3757,0,23,0,2,0,0.0,10,5,0,3
35865,0,5,0,1,0,1.0,6,5,1,2
69847,0,7,0,1,0,0.0,11,2,0,2
100499,0,12,0,1,0,0.0,5,2,0,2
124876,0,2,0,0,0,0.0,1,2,0,0
130068,0,1,0,0,0,0.0,1,0,0,0
89085,0,2,0,0,0,0.0,10,5,3,0
133452,0,7,0,1,0,0.0,8,5,1,3
96952,0,6,0,1,0,0.0,10,5,2,3
67370,2,20,0,0,1,0.0,12,5,1,3
6337,0,0,0,0,0,4.0,6,1,3,0
39883,1,1,2,0,0,0.0,6,3,3,0
106410,0,7,0,1,0,3.0,4,6,2,1
117889,0,11,0,1,0,1.0,3,5,3,3
142102,4,6,0,2,0,0.0,9,8,3,1
18601,0,4,0,1,0,1.0,4,5,0,3
18897,0,10,0,1,0,0.0,8,6,1,0
48230,0,7,0,1,0,1.0,7,7,0,1
64411,1,7,0,1,0,1.0,9,2,3,2
61575,0,6,0,2,0,0.0,6,5,1,3
105355,0,1,0,0,0,2.0,9,3,2,0
57777,0,6,0,1,0,2.0,6,6,3,2
51058,0,10,0,0,0,1.0,6,1,3,2
65309,0,9,0,1,0,2.0,5,4,2,2
141129,0,11,0,1,0,0.0,10,8,1,1
13674,0,7,0,1,0,2.0,8,9,1,1
4868,0,5,2,0,0,0.0,6,1,0,2
91463,0,7,0,2,0,2.0,7,8,3,1
80333,0,7,0,1,0,3.0,4,9,2,1
10039,0,7,0,0,0,0.0,3,3,2,1
86804,3,11,1,1,1,1.0,5,5,3,3
116011,0,13,0,2,0,0.0,9,5,1,2
29251,0,15,0,2,0,3.0,8,9,2,2
8428,0,6,0,1,0,0.0,6,5,0,3
135448,0,4,0,0,0,0.0,7,4,2,0
372,0,6,0,2,0,3.0,6,4,2,1
51222,0,20,0,3,0,0.0,4,5,1,3
106415,0,17,0,2,0,0.0,6,4,0,2
14987,0,9,0,0,0,0.0,3,7,2,0
127365,0,10,0,0,0,0.0,8,3,2,2
545,0,9,0,2,0,2.0,4,9,2,2
76840,0,5,0,1,0,0.0,6,8,2,1
28091,0,6,0,1,0,1.0,3,8,1,1
58903,0,9,0,1,0,0.0,8,5,0,3
7354,0,7,0,0,0,1.0,4,5,2,0
18874,1,17,0,3,1,0.0,10,7,3,3
12986,0,8,0,2,0,0.0,9,5,1,3
117078,0,10,0,1,0,1.0,7,3,2,2
129878,0,11,0,2,0,0.0,9,7,2,2
70190,0,7,0,1,0,0.0,5,3,1,1
95902,0,5,0,2,0,0.0,9,6,2,1
145009,0,5,0,2,0,0.0,3,3,1,2
128347,0,2,0,0,0,0.0,5,5,1,3
97809,0,6,0,1,0,0.0,8,0,2,3
30425,0,24,0,2,0,2.0,7,9,0,2
55197,0,6,0,0,0,0.0,7,5,0,3
85098,0,4,0,0,0,0.0,9,1,1,1
80081,0,7,0,0,0,0.0,12,9,0,0
143406,0,25,0,3,0,3.0,5,9,1,1
38032,0,8,0,2,0,0.0,10,4,0,1
108681,0,8,0,0,0,0.0,9,6,2,1
106066,0,3,0,1,0,0.0,7,6,2,1
139412,0,2,0,0,0,0.0,2,1,3,1
97368,0,0,1,0,0,3.0,2,2,3,0
15271,0,6,0,0,0,0.0,7,4,0,0
109138,0,12,0,1,0,0.0,8,5,0,2
125469,0,1,0,0,0,2.0,5,0,3,0
91041,0,10,0,1,0,0.0,4,6,2,1
33007,0,13,0,1,0,1.0,8,9,2,1
55220,0,6,0,0,0,0.0,9,0,3,3
15458,0,17,0,6,0,3.0,5,4,1,3
123514,0,9,0,1,0,0.0,6,7,0,1
140653,0,8,0,2,0,2.0,6,3,2,2
37531,0,17,0,2,0,7.0,6,9,2,2
24674,0,4,0,1,0,1.0,9,9,0,0
67089,0,8,0,1,0,4.0,4,2,1,2
138298,0,14,0,1,0,2.0,6,5,2,2
30496,0,2,0,0,0,0.0,12,5,0,3
146153,0,9,0,1,0,0.0,7,7,2,1
23169,1,10,0,0,0,0.0,10,1,3,2
46449,0,8,0,2,0,0.0,12,5,1,3
43948,0,1,0,0,0,1.0,3,1,0,1
81477,3,18,0,1,0,0.0,12,5,2,3
17387,1,1,0,0,2,2.0,6,2,3,1
101530,0,10,0,0,0,1.0,2,6,2,1
80431,0,6,0,0,0,2.0,4,5,2,1
37024,0,16,0,2,0,0.0,7,6,1,2
1305,3,6,0,1,0,2.0,5,5,2,1
52098,0,10,0,2,0,0.0,7,9,2,2
33087,1,7,0,1,1,1.0,6,6,3,1
81230,0,5,0,2,0,0.0,7,5,2,3
86420,0,16,0,0,0,1.0,12,3,3,2
84996,0,0,0,0,0,0.0,3,5,3,0
123535,0,7,0,1,0,0.0,7,5,0,3
103844,0,16,0,1,0,0.0,12,5,1,3
55163,3,11,1,2,0,3.0,5,3,3,3
96681,0,5,0,1,0,1.0,4,4,2,1
55589,0,31,0,0,0,0.0,6,6,0,0
53149,0,3,0,1,0,1.0,9,2,3,2
84660,0,4,0,0,0,0.0,9,2,1,0
135683,0,4,0,0,0,0.0,12,4,1,0
136525,0,5,0,0,0,0.0,9,1,2,0
111206,2,12,0,3,0,1.0,6,9,2,2
28006,0,5,0,1,0,0.0,6,7,1,1
126960,0,7,2,1,2,1.0,5,4,3,2
50581,0,7,0,2,0,0.0,6,3,2,2
105463,0,6,0,2,0,1.0,8,4,1,2
132011,0,11,0,1,0,3.0,6,7,3,2
140616,0,2,0,0,0,1.0,10,5,0,0
61883,0,17,0,3,0,2.0,5,8,2,2
104169,0,0,0,0,0,1.0,2,3,3,0
96439,0,0,0,0,0,3.0,4,9,3,0
108176,0,8,1,1,1,1.0,7,5,3,3
21056,2,9,0,0,0,0.0,2,4,0,0
42305,0,19,0,1,0,0.0,9,1,0,2
63612,0,9,0,1,0,3.0,4,9,1,0
134813,0,5,0,0,0,0.0,2,5,2,3
19948,0,5,0,1,0,0.0,3,5,2,2
107285,0,5,0,0,0,0.0,11,4,1,0
25959,0,8,0,0,0,0.0,8,9,0,0
98296,0,15,0,0,0,2.0,6,9,3,0
144872,0,12,1,0,0,2.0,7,5,2,0
90274,0,4,0,0,0,0.0,12,5,0,3
20389,0,8,0,1,0,1.0,12,6,2,1
73324,0,1,0,0,0,0.0,8,5,0,0
63258,0,1,0,0,0,0.0,6,5,1,3
136498,1,4,0,1,0,0.0,2,5,0,3
135113,0,7,0,2,0,2.0,4,6,3,2
5173,0,11,0,2,0,0.0,11,2,0,2
125783,0,11,0,0,0,0.0,6,3,1,0
119500,0,3,0,1,0,1.0,4,5,3,1
29691,0,14,0,1,0,2.0,6,3,0,2
66066,0,10,0,2,0,0.0,7,5,1,2
2065,0,17,0,1,0,0.0,8,2,0,2
53322,0,8,0,0,0,0.0,9,2,0,2
16267,0,6,0,2,0,1.0,6,3,2,2
4904,0,4,0,1,0,2.0,4,8,1,1
23949,1,18,0,2,0,2.0,3,5,2,2
84744,1,11,0,3,0,0.0,4,9,3,2
3009,0,10,0,2,0,0.0,10,6,0,1
10308,0,11,0,2,0,3.0,7,9,2,2
63977,0,17,0,0,0,0.0,8,2,1,1
11713,0,5,0,0,0,1.0,7,0,0,2
74397,0,11,0,1,0,0.0,7,0,2,3
29895,0,15,0,2,0,1.0,5,5,2,3
93841,0,6,0,2,0,0.0,10,4,1,2
51066,0,6,0,1,0,0.0,7,5,1,3
20416,0,4,0,0,0,0.0,10,1,3,2
141541,1,18,0,7,2,0.0,5,6,2,3
68955,0,7,0,1,0,0.0,8,5,3,3
145600,0,10,0,2,0,0.0,9,3,3,2
100017,1,6,0,0,0,1.0,8,3,3,2
145894,0,5,0,0,0,1.0,4,6,3,0
138876,0,9,0,0,0,0.0,3,6,1,2
113670,0,2,0,0,0,0.0,7,8,2,0
131669,0,10,1,0,0,0.0,5,3,2,0
111480,0,14,0,0,0,3.0,7,0,1,3
23034,0,4,0,0,0,0.0,2,3,3,0
575,0,5,0,0,0,0.0,11,8,0,0
140014,0,6,0,0,0,0.0,3,5,2,3
20690,3,13,0,1,1,2.0,6,6,0,1
56661,0,2,0,0,0,0.0,1,5,1,3
725,0,9,0,0,0,0.0,3,3,1,0
105716,0,3,0,0,0,1.0,3,0,3,2
85226,0,19,0,2,0,2.0,6,8,2,2
34118,0,26,0,2,0,0.0,7,2,2,3
42542,0,12,0,1,0,0.0,7,4,0,2
23748,0,4,0,0,0,0.0,7,1,3,1
134484,0,6,0,3,0,0.0,8,5,2,3
125293,0,22,0,2,0,0.0,6,9,2,3
71227,0,2,0,0,1,1.0,4,3,3,1
28264,0,14,0,0,0,2.0,6,3,3,2
3043,1,11,0,1,0,0.0,9,5,0,3
85787,0,7,0,0,0,1.0,8,9,1,0
82996,1,4,2,0,1,0.0,7,5,2,3
146146,0,6,0,0,0,0.0,7,5,2,0
31013,1,16,0,2,0,4.0,6,7,3,2
70560,0,1,0,0,0,0.0,2,0,3,3
122192,2,2,1,0,1,0.0,10,2,3,2
19972,0,10,0,2,0,1.0,8,9,1,1
92335,0,6,0,2,0,0.0,8,7,1,2
22356,0,13,0,1,0,0.0,9,4,2,2
57598,0,12,0,4,0,0.0,10,9,1,2
112994,0,10,0,2,0,2.0,5,9,2,1
107628,0,2,0,1,0,0.0,12,5,0,3
88221,0,8,0,2,0,1.0,6,9,0,1
36314,0,8,0,2,0,0.0,3,3,3,1
98952,1,10,0,1,0,1.0,6,9,0,1
58648,1,9,0,0,0,2.0,5,4,2,0
8616,0,4,0,0,0,1.0,8,3,0,1
74456,0,4,0,0,0,0.0,12,2,1,1
106263,0,10,0,1,0,0.0,7,5,0,1
62463,2,11,4,2,5,3.0,8,6,2,2
72459,1,3,1,0,0,0.0,5,9,3,0
77820,1,14,0,1,0,0.0,8,5,2,3
30211,0,3,0,1,0,0.0,3,5,3,3
67581,0,7,0,0,0,0.0,7,5,0,3
137853,0,2,0,0,0,0.0,3,2,3,0
101057,0,5,0,0,0,1.0,7,7,0,0
51067,0,7,0,1,0,0.0,3,5,2,2
113724,0,5,0,0,0,0.0,9,5,1,3
89894,2,7,0,1,1,2.0,5,4,2,1
16443,0,6,0,1,0,0.0,8,1,1,2
81806,1,12,0,3,0,0.0,5,8,3,2
119954,0,7,0,1,0,0.0,7,5,1,3
101116,0,6,0,1,0,0.0,8,5,1,0
100615,0,12,0,3,0,0.0,8,9,1,1
106021,0,8,1,1,0,0.0,6,5,0,3
43697,1,3,0,0,0,0.0,12,3,2,0
86651,0,10,0,1,0,1.0,6,9,2,1
61553,0,8,0,0,0,0.0,2,5,2,3
121222,0,7,0,0,0,0.0,4,4,3,1
132190,0,22,0,2,0,2.0,5,9,3,1
114563,1,11,0,2,0,1.0,5,9,3,2
97255,0,4,0,1,0,0.0,6,9,1,1
51283,0,3,0,2,0,1.0,8,9,1,1
56881,0,9,0,1,0,0.0,7,5,0,3
120954,0,2,0,0,0,0.0,11,5,0,3
122032,0,17,0,2,0,1.0,10,9,2,1
21360,0,11,0,1,0,0.0,5,6,3,2
79616,0,6,0,0,0,3.0,5,9,2,1
24728,0,8,0,1,0,1.0,4,9,1,0
82267,0,9,0,2,0,0.0,9,7,1,1
81836,1,6,0,0,0,1.0,4,6,3,1
35174,0,16,0,1,0,0.0,11,7,1,3
86919,1,7,0,1,0,2.0,4,9,3,1
123680,0,6,1,0,0,1.0,4,2,3,0
116126,0,6,0,0,0,0.0,11,5,0,3
2614,0,10,0,0,0,0.0,8,8,2,1
3736,0,5,0,0,0,0.0,1,4,3,0
71252,0,2,0,0,0,0.0,7,2,3,0
89565,3,10,0,0,2,0.0,7,5,3,3
31107,0,6,0,0,0,0.0,2,2,3,2
118085,0,4,0,2,0,0.0,9,9,3,0
51743,0,8,0,2,0,1.0,11,5,1,2
107291,0,19,0,3,0,0.0,7,9,1,2
139963,0,3,1,0,0,0.0,7,5,2,3
61900,0,14,0,0,0,0.0,8,7,2,0
51530,0,6,0,0,0,0.0,3,5,2,1
43981,98,0,98,0,98,0.0,6,1,3,0
48904,0,10,0,1,0,1.0,7,3,2,3
70153,0,12,0,1,0,0.0,11,2,0,1
120392,0,18,0,2,0,2.0,8,7,1,1
66764,0,11,0,1,0,0.0,10,7,2,2
18700,0,23,0,2,0,2.0,6,7,2,2
144775,0,8,0,0,0,0.0,12,5,0,1
41912,1,7,1,1,0,0.0,9,9,2,0
128686,0,4,0,0,0,1.0,2,2,0,1
135635,0,1,0,0,0,0.0,12,5,3,0
98529,0,11,0,2,0,2.0,4,5,1,3
131084,0,12,0,1,0,0.0,8,7,3,2
58660,1,10,0,1,0,0.0,6,7,2,1
133970,0,3,0,0,0,0.0,12,1,1,2
118125,0,7,0,2,0,0.0,3,8,3,1
62108,0,4,0,0,0,0.0,2,0,3,3
127323,98,0,98,0,98,2.0,5,2,3,0
27075,0,11,0,2,0,3.0,4,6,2,1
60891,0,20,0,2,0,2.0,6,7,1,2
34467,0,6,0,0,0,0.0,12,3,0,0
79311,0,8,0,2,0,1.0,3,8,1,1
121368,0,8,0,3,0,0.0,10,9,2,1
47557,1,5,0,1,0,2.0,5,5,2,3
106886,0,7,0,1,0,2.0,5,5,1,1
13623,0,7,0,2,0,2.0,6,4,3,2
30865,0,9,0,2,0,2.0,4,5,0,3
119731,0,7,0,1,0,1.0,7,9,1,1
64170,0,5,0,0,0,0.0,2,4,3,0
88226,0,14,0,1,0,1.0,8,5,2,3
125673,0,1,0,0,0,0.0,10,2,3,1
10869,1,11,0,1,0,3.0,6,2,0,1
136667,2,4,0,1,0,0.0,7,4,3,0
125523,0,2,4,0,1,1.0,1,1,3,2
72292,0,13,0,0,0,0.0,11,6,0,0
84499,0,19,0,0,0,0.0,9,9,0,0
61110,0,13,0,2,0,1.0,7,6,0,2
39344,0,5,0,2,0,1.0,8,9,2,1
26556,0,9,0,0,0,0.0,8,5,0,3
66376,0,5,0,1,0,0.0,11,5,0,3
125471,0,17,0,1,0,3.0,8,4,1,3
22610,0,2,0,0,0,1.0,2,4,3,0
101084,0,4,0,0,0,0.0,1,0,0,3
11764,0,15,0,1,0,0.0,9,3,2,3
128317,0,0,2,0,0,0.0,3,4,3,0
55578,0,16,0,1,0,0.0,7,2,2,2
147114,0,19,0,6,0,0.0,5,5,2,3
42812,1,11,0,2,0,2.0,5,7,2,1
145595,0,16,0,3,0,0.0,4,9,1,2
35465,0,5,0,0,0,1.0,5,7,1,0
68681,0,6,0,1,0,0.0,2,3,2,2
106207,0,18,0,2,0,0.0,6,9,2,2
53015,0,1,0,0,0,1.0,11,5,0,0
148689,0,9,0,0,0,8.0,8,9,0,0
84668,1,11,0,0,0,2.0,5,9,3,0
146476,0,8,0,0,0,2.0,5,5,1,0
65024,0,8,0,0,0,0.0,4,3,2,0
16482,0,19,0,0,0,2.0,3,8,1,0
85063,0,0,1,0,0,0.0,3,0,3,0
81828,0,7,0,0,0,0.0,4,4,2,1
145533,0,17,0,2,0,1.0,9,8,3,2
85982,0,11,0,2,0,0.0,6,9,1,1
41257,0,4,0,1,0,1.0,9,4,0,1
82647,0,11,0,2,0,0.0,7,4,1,2
126347,0,5,0,0,0,1.0,8,9,3,0
58319,0,4,0,0,0,0.0,4,5,0,0
127166,0,9,0,1,0,0.0,3,4,0,1
76269,0,12,0,0,0,0.0,6,2,0,0
129469,0,7,0,3,0,0.0,7,5,1,3
37810,0,13,0,2,0,3.0,5,6,0,1
60312,0,6,0,1,0,2.0,4,3,0,2
65555,0,12,0,1,0,3.0,4,5,3,2
87470,0,4,0,0,0,0.0,6,9,1,0
46067,0,20,0,2,0,2.0,5,9,2,2
76757,2,7,0,0,1,3.0,4,4,3,1
86401,0,9,0,2,0,2.0,4,5,1,2
84099,1,14,0,0,0,0.0,7,8,2,1
123029,1,13,0,1,0,1.0,3,7,2,1
76864,0,3,0,0,0,0.0,2,5,2,3
138549,0,11,0,0,0,2.0,7,2,3,2
134404,0,5,0,0,0,0.0,3,3,0,0
137250,0,13,0,4,0,0.0,6,6,1,2
56005,1,4,0,1,0,1.0,8,4,3,1
107119,2,13,0,2,0,3.0,5,4,2,2
20876,0,7,0,4,0,0.0,5,4,3,3
130709,2,6,0,3,0,0.0,3,9,1,1
21928,0,10,0,0,0,1.0,12,7,0,0
10698,0,8,0,0,0,0.0,9,5,2,3
146716,0,9,0,0,0,0.0,6,5,3,0
59991,0,10,0,0,0,0.0,7,5,0,3
88470,0,5,0,0,0,0.0,12,1,0,0
32933,1,6,0,0,0,1.0,2,4,2,1
140359,0,15,0,2,0,0.0,6,8,0,1
34011,0,7,0,2,0,0.0,8,5,0,3
101163,4,8,0,0,0,1.0,5,4,3,0
94272,1,7,0,1,0,2.0,5,1,3,3
70214,0,2,0,0,0,0.0,1,5,3,3
40020,0,4,0,0,0,0.0,10,9,0,0
49867,0,22,0,2,0,4.0,7,7,1,2
109323,0,3,0,0,0,0.0,4,2,3,1
83430,1,6,0,0,0,0.0,10,2,3,0
90348,0,6,3,1,1,0.0,9,5,2,2
21753,0,11,0,0,0,0.0,12,5,1,3
78971,0,4,1,1,0,0.0,9,4,3,2
13611,1,9,0,1,0,2.0,6,0,2,3
22915,0,4,0,1,0,0.0,11,2,3,2
12774,0,7,0,1,0,3.0,5,2,2,2
15298,0,15,0,2,0,3.0,5,7,2,1
4517,0,5,0,1,0,1.0,6,5,1,0
7119,0,14,0,2,0,1.0,8,9,1,1
18955,0,1,0,0,0,2.0,4,5,3,0
137630,0,12,0,2,0,0.0,2,5,2,1
147237,0,8,0,2,0,1.0,4,5,2,3
109371,0,19,0,0,0,0.0,10,9,1,1
73218,0,6,0,1,0,0.0,7,9,2,0
17051,0,19,0,1,1,1.0,9,0,1,3
147469,0,12,0,1,0,1.0,7,5,0,3
15318,0,9,0,1,0,1.0,8,7,0,1
11743,0,15,0,2,0,1.0,10,9,2,1
4611,0,10,0,1,0,0.0,6,5,0,3
25471,0,2,0,0,0,0.0,7,4,0,0
108752,0,3,0,0,0,0.0,9,5,2,3
55095,0,13,0,1,0,0.0,12,4,3,2
5790,0,7,0,1,0,1.0,11,9,1,0
77283,1,4,2,2,1,1.0,7,5,3,2
42474,0,6,0,0,0,0.0,12,8,0,3
146229,1,0,0,0,0,0.0,3,5,3,3
21989,0,17,0,1,0,0.0,7,6,1,1
41499,0,5,0,1,0,1.0,10,7,0,1
36035,0,5,0,1,0,0.0,5,5,0,3
145043,0,7,0,2,0,0.0,10,8,1,1
10380,1,3,1,0,0,0.0,3,5,3,3
102253,3,8,0,1,0,0.0,3,9,2,0
56550,0,14,0,0,0,0.0,10,1,0,0
121977,0,3,0,0,0,2.0,8,5,3,3
80907,0,13,0,2,0,0.0,9,5,0,3
92350,0,5,0,0,0,0.0,11,7,3,0
106213,1,18,2,0,0,2.0,2,7,3,1
30309,1,8,0,1,0,2.0,8,9,3,3
26846,0,5,0,0,0,0.0,9,5,0,3
15033,0,11,0,0,0,0.0,12,3,1,0
21382,0,5,0,1,0,0.0,11,1,1,1
105697,0,12,0,0,0,0.0,11,9,1,0
89859,1,3,0,0,0,0.0,11,2,3,0
54847,2,8,0,2,1,1.0,7,9,2,1
129467,0,9,0,3,0,1.0,3,5,1,2
81307,0,8,0,3,0,0.0,7,9,2,2
59749,0,17,0,1,0,0.0,9,4,2,2
55040,0,5,0,1,0,0.0,8,4,1,0
81228,0,0,5,0,0,0.0,7,5,3,3
136695,1,18,0,0,1,3.0,5,1,2,2
146164,0,11,0,1,0,0.0,12,4,1,1
119097,0,8,0,1,0,3.0,6,9,2,1
100301,0,13,0,0,0,1.0,9,3,2,2
54329,0,8,0,3,0,0.0,10,3,0,1
24336,1,10,1,0,0,0.0,3,3,3,2
15785,0,8,0,2,0,0.0,7,5,2,3
23416,0,9,0,1,0,0.0,12,5,0,3
30290,2,8,1,0,1,0.0,2,1,3,1
26041,1,11,0,1,0,0.0,4,4,2,2
34024,1,21,0,2,0,1.0,7,5,2,2
96360,0,13,0,1,0,0.0,10,6,1,1
54317,0,10,0,0,0,0.0,11,2,0,0
37589,1,3,0,0,0,0.0,10,4,0,0
8668,0,3,0,0,0,3.0,4,6,2,0
66267,0,7,0,1,0,0.0,10,6,1,1
135058,0,8,0,1,0,0.0,11,5,0,3
24851,1,18,0,2,0,0.0,8,5,3,3
6907,0,19,0,1,0,3.0,8,0,1,3
26101,1,22,0,2,0,0.0,8,9,2,1
115673,1,11,0,0,0,3.0,6,1,2,1
31710,0,8,1,1,1,0.0,3,5,0,1
139572,0,1,0,0,0,0.0,9,5,3,0
90711,0,11,0,2,0,1.0,5,6,2,2
89806,0,2,0,0,0,0.0,1,1,0,1
126201,0,10,0,4,0,0.0,9,9,0,2
32081,0,12,0,2,0,0.0,10,5,2,3
26690,0,6,0,1,0,0.0,12,6,0,0
118242,2,19,1,1,0,2.0,6,2,3,3
131879,0,10,0,2,0,1.0,11,5,3,2
95977,0,7,0,1,0,2.0,4,5,3,2
69198,2,6,0,0,0,0.0,10,2,2,0
88138,0,20,0,0,0,0.0,2,3,3,2
10228,2,8,0,2,2,2.0,5,8,1,1
43707,1,8,0,1,0,3.0,6,9,1,1
57126,0,7,0,0,0,2.0,5,4,1,0
147438,0,3,0,0,0,0.0,10,2,2,1
2169,0,14,0,1,0,3.0,5,5,0,3
77296,1,16,0,10,0,2.0,7,7,3,3
8445,1,3,1,0,1,2.0,4,2,3,1
112451,0,6,0,4,0,4.0,3,9,2,2
17559,0,14,0,0,0,0.0,7,3,3,1
72117,1,2,0,0,0,0.0,12,5,0,3
65783,0,3,0,0,0,0.0,2,5,0,3
122679,0,10,0,1,0,0.0,6,3,2,1
66510,0,8,0,1,0,2.0,7,6,1,1
65641,0,6,0,1,0,1.0,7,3,3,2
65547,0,6,0,2,0,0.0,6,5,0,3
148813,0,4,0,0,0,1.0,3,4,3,0
90664,1,8,1,0,0,0.0,7,5,1,3
110415,1,15,0,2,0,0.0,6,9,1,1
127026,0,4,0,1,0,2.0,4,4,1,1
29837,0,14,0,0,0,0.0,9,2,1,1
127598,0,6,0,2,0,0.0,4,8,0,2
93576,0,3,0,0,0,3.0,11,5,2,3
48239,2,10,0,1,0,0.0,8,4,3,2
61472,0,12,0,0,0,0.0,10,5,1,0
27080,0,7,0,0,0,1.0,12,5,0,3
69079,0,11,0,2,1,0.0,8,6,1,1
22483,0,8,0,1,0,2.0,9,5,1,3
105899,0,3,0,0,0,2.0,7,5,0,3
148436,0,15,0,2,0,1.0,12,4,3,2
43977,1,10,0,1,0,0.0,2,4,3,2
108465,0,5,0,0,0,0.0,7,5,0,3
6647,0,22,0,4,0,0.0,10,9,0,0
8119,0,3,0,0,0,1.0,11,6,3,0
64932,0,1,0,0,0,2.0,6,5,3,0
27706,0,15,0,3,0,0.0,5,9,1,1
109717,0,2,0,1,0,0.0,6,5,3,3
109870,0,7,0,2,0,2.0,6,4,0,2
40654,1,4,0,1,0,0.0,10,0,3,3
28843,0,13,0,2,0,1.0,9,5,0,3
52013,0,7,0,1,0,0.0,10,5,0,3
52928,0,6,0,1,0,0.0,4,5,1,3
60753,0,7,0,2,0,1.0,6,5,1,2
51295,0,1,0,0,0,2.0,7,9,3,0
128348,0,4,0,1,0,0.0,4,5,2,3
32387,1,6,0,0,0,3.0,5,9,2,0
93929,0,5,0,1,0,3.0,6,9,0,0
7121,0,3,0,0,0,0.0,8,5,0,3
64824,0,2,0,0,0,0.0,1,0,3,0
3255,0,13,0,1,0,0.0,8,5,1,1
114212,1,11,0,2,0,2.0,5,9,2,1
34341,0,11,0,1,1,0.0,9,3,2,3
146405,0,11,0,1,1,2.0,10,6,2,2
145241,0,2,0,1,0,1.0,8,2,3,3
30518,0,6,0,0,0,0.0,11,7,3,0
3745,0,14,0,2,0,3.0,3,5,3,2
77085,0,15,0,1,0,0.0,7,6,2,2
5643,0,1,0,0,0,0.0,5,5,3,0
62050,0,6,0,0,0,1.0,12,3,1,0
6444,1,5,1,0,2,4.0,3,2,3,1
118551,0,4,0,0,0,2.0,7,7,3,0
59069,0,11,0,2,0,2.0,8,5,1,3
7537,1,8,1,0,0,2.0,5,9,3,0
136972,1,12,0,1,0,0.0,10,1,0,1
15410,0,17,0,1,0,0.0,9,5,0,1
69041,0,16,0,1,0,0.0,9,5,0,0
137340,0,3,0,0,0,0.0,2,5,1,0
110346,0,4,0,1,0,2.0,7,6,1,1
77830,0,8,0,1,0,0.0,7,3,2,3
124494,0,0,0,0,0,0.0,5,3,3,0
103837,0,7,0,4,0,0.0,12,5,0,3
46587,0,5,0,0,0,0.0,6,5,0,0
127963,0,7,0,1,0,0.0,5,5,1,3
2143,0,9,0,1,0,2.0,4,5,1,3
33961,0,7,0,1,0,2.0,4,4,1,1
53976,0,12,0,1,1,3.0,7,3,0,2
18248,0,16,0,2,0,0.0,10,9,2,2
138764,1,14,0,2,0,0.0,7,9,1,1
84528,1,7,0,2,0,1.0,10,4,2,2
22506,0,12,0,0,0,0.0,12,9,0,0
83334,0,10,0,0,0,0.0,9,5,0,1
78828,0,19,0,2,0,0.0,10,6,1,1
141976,0,15,0,1,0,0.0,10,5,3,3
3805,2,3,0,0,0,0.0,6,5,2,3
99417,0,11,0,2,0,0.0,8,6,2,2
136750,0,7,0,1,0,0.0,9,5,0,3
136052,1,6,0,0,0,0.0,5,5,3,1
31893,2,6,0,0,2,0.0,5,5,3,3
4203,0,7,0,1,0,0.0,6,5,1,3
18134,0,7,0,1,0,0.0,9,4,2,2
127311,1,15,0,1,0,0.0,8,6,2,2
136164,0,0,0,0,0,0.0,2,5,3,0
93332,0,6,0,0,0,0.0,12,3,1,0
70093,1,4,0,0,0,0.0,2,2,3,0
50318,0,4,0,1,0,0.0,10,3,3,2
56339,0,4,0,1,0,0.0,11,9,1,1
142637,0,7,0,0,0,1.0,2,5,3,0
24264,0,8,0,0,0,0.0,10,0,0,2
121366,0,3,0,0,0,0.0,10,5,0,3
106986,1,7,0,0,1,2.0,5,6,3,0
131045,0,2,0,0,0,1.0,6,5,3,0
147184,0,14,0,1,0,1.0,6,4,3,2
135225,0,6,0,0,0,0.0,12,2,0,0
77667,0,7,0,0,0,0.0,10,9,1,0
1385,0,19,0,0,0,0.0,9,7,0,0
9448,0,3,0,2,0,1.0,2,3,3,1
9695,0,6,0,0,0,0.0,11,0,3,3
5615,0,13,0,1,0,0.0,7,5,2,3
96861,0,6,0,1,0,0.0,8,5,2,3
119929,0,8,0,0,0,1.0,6,3,3,1
33968,1,21,0,2,0,2.0,7,5,3,2
2833,0,5,0,1,0,0.0,5,5,2,3
